Date,UV
2022-06-23 09:08:00,15.6086
2022-06-23 09:30:00,19.640800000000002
2022-06-23 10:00:00,26.656799999999997
2022-06-23 10:36:00,36.864
2022-06-23 11:00:00,42.737
2022-06-23 11:30:00,48.108000000000004
2022-06-23 12:00:00,52.623
2022-06-23 13:00:00,58.515
2022-06-23 14:00:00,59.641999999999996
2022-06-23 14:30:00,58.344
2022-06-23 15:09:00,54.889
2022-06-23 15:40:00,50.82599999999999
2022-06-23 16:20:00,42.922000000000004
