Date,UV
2022-06-23 06:00:00,0.0
2022-06-23 06:01:00,0.0
2022-06-23 06:02:00,0.0
2022-06-23 06:03:00,0.0
2022-06-23 06:04:00,0.0
2022-06-23 06:05:00,0.0
2022-06-23 06:06:00,0.0
2022-06-23 06:07:00,0.0
2022-06-23 06:08:00,0.0
2022-06-23 06:09:00,0.0
2022-06-23 06:10:00,1.436e-41
2022-06-23 06:11:00,1.7080000000000068e-15
2022-06-23 06:12:00,2.9950000000213755e-12
2022-06-23 06:13:00,4.593000004354043e-10
2022-06-23 06:14:00,2.39100006816633e-08
2022-06-23 06:15:00,4.4580009639226997e-07
2022-06-23 06:16:00,4.938006370262e-06
2022-06-23 06:17:00,2.41202119221e-05
2022-06-23 06:18:00,6.346340807e-05
2022-06-23 06:19:00,0.00012873445760000002
2022-06-23 06:20:00,0.00022389745
2022-06-23 06:21:00,0.00035271425
2022-06-23 06:22:00,0.0005258452
2022-06-23 06:23:00,0.0007765285
2022-06-23 06:24:00,0.0010857879999999999
2022-06-23 06:25:00,0.0015129709999999999
2022-06-23 06:26:00,0.002077235
2022-06-23 06:27:00,0.002770604
2022-06-23 06:28:00,0.00365628
2022-06-23 06:29:00,0.0047741
2022-06-23 06:30:00,0.00617084
2022-06-23 06:31:00,0.00790661
2022-06-23 06:32:00,0.010072639999999999
2022-06-23 06:33:00,0.01279551
2022-06-23 06:34:00,0.01613937
2022-06-23 06:35:00,0.01990175
2022-06-23 06:36:00,0.0250111
2022-06-23 06:37:00,0.0305121
2022-06-23 06:38:00,0.0381703
2022-06-23 06:39:00,0.0460459
2022-06-23 06:40:00,0.055588500000000006
2022-06-23 06:41:00,0.0670694
2022-06-23 06:42:00,0.0806392
2022-06-23 06:43:00,0.0961153
2022-06-23 06:44:00,0.1132956
2022-06-23 06:45:00,0.1327058
2022-06-23 06:46:00,0.1552432
2022-06-23 06:47:00,0.1820193
2022-06-23 06:48:00,0.2061671
2022-06-23 06:49:00,0.23728049999999998
2022-06-23 06:50:00,0.2676864
2022-06-23 06:51:00,0.3067733
2022-06-23 06:52:00,0.3390989
2022-06-23 06:53:00,0.377281
2022-06-23 06:54:00,0.42223000000000005
2022-06-23 06:55:00,0.47515399999999997
2022-06-23 06:56:00,0.526776
2022-06-23 06:57:00,0.575783
2022-06-23 06:58:00,0.627629
2022-06-23 06:59:00,0.682211
2022-06-23 07:00:00,0.739232
2022-06-23 07:01:00,0.7984910000000001
2022-06-23 07:02:00,0.859788
2022-06-23 07:03:00,0.923126
2022-06-23 07:04:00,0.988508
2022-06-23 07:05:00,1.055633
2022-06-23 07:06:00,1.1245040000000002
2022-06-23 07:07:00,1.19542
2022-06-23 07:08:00,1.268393
2022-06-23 07:09:00,1.342415
2022-06-23 07:10:00,1.418488
2022-06-23 07:11:00,1.495611
2022-06-23 07:12:00,1.5748060000000002
2022-06-23 07:13:00,1.655054
2022-06-23 07:14:00,1.7363540000000002
2022-06-23 07:15:00,1.8197269999999999
2022-06-23 07:16:00,1.904164
2022-06-23 07:17:00,1.990666
2022-06-23 07:18:00,2.078244
2022-06-23 07:19:00,2.1668879999999997
2022-06-23 07:20:00,2.256598
2022-06-23 07:21:00,2.3483959999999997
2022-06-23 07:22:00,2.441262
2022-06-23 07:23:00,2.535208
2022-06-23 07:24:00,2.630233
2022-06-23 07:25:00,2.726338
2022-06-23 07:26:00,2.824524
2022-06-23 07:27:00,2.923793
2022-06-23 07:28:00,3.024154
2022-06-23 07:29:00,3.1256
2022-06-23 07:30:00,3.22813
2022-06-23 07:31:00,3.33175
2022-06-23 07:32:00,3.4374599999999997
2022-06-23 07:33:00,3.54427
2022-06-23 07:34:00,3.65217
2022-06-23 07:35:00,3.76117
2022-06-23 07:36:00,3.8722499999999997
2022-06-23 07:37:00,3.98344
2022-06-23 07:38:00,4.09673
2022-06-23 07:39:00,4.211119999999999
2022-06-23 07:40:00,4.3266
2022-06-23 07:41:00,4.44419
2022-06-23 07:42:00,4.5628899999999994
2022-06-23 07:43:00,4.68268
2022-06-23 07:44:00,4.80358
2022-06-23 07:45:00,4.92558
2022-06-23 07:46:00,5.0497
2022-06-23 07:47:00,5.174930000000001
2022-06-23 07:48:00,5.3012500000000005
2022-06-23 07:49:00,5.42869
2022-06-23 07:50:00,5.55824
2022-06-23 07:51:00,5.6889
2022-06-23 07:52:00,5.82072
2022-06-23 07:53:00,5.95359
2022-06-23 07:54:00,6.08861
2022-06-23 07:55:00,6.22465
2022-06-23 07:56:00,6.36194
2022-06-23 07:57:00,6.5002699999999995
2022-06-23 07:58:00,6.64074
2022-06-23 07:59:00,6.7823400000000005
2022-06-23 08:00:00,6.92509
2022-06-23 08:01:00,7.0688699999999995
2022-06-23 08:02:00,7.214799999999999
2022-06-23 08:03:00,7.36187
2022-06-23 08:04:00,7.51008
2022-06-23 08:05:00,7.65944
2022-06-23 08:06:00,7.80983
2022-06-23 08:07:00,7.96237
2022-06-23 08:08:00,8.11506
2022-06-23 08:09:00,8.26988
2022-06-23 08:10:00,8.425849999999999
2022-06-23 08:11:00,8.58387
2022-06-23 08:12:00,8.742130000000001
2022-06-23 08:13:00,8.902429999999999
2022-06-23 08:14:00,9.06288
2022-06-23 08:15:00,9.22548
2022-06-23 08:16:00,9.38922
2022-06-23 08:17:00,9.55401
2022-06-23 08:18:00,9.719949999999999
2022-06-23 08:19:00,9.88713
2022-06-23 08:20:00,10.05636
2022-06-23 08:21:00,10.22574
2022-06-23 08:22:00,10.39216
2022-06-23 08:23:00,10.57084
2022-06-23 08:24:00,10.73966
2022-06-23 08:25:00,10.91853
2022-06-23 08:26:00,11.08755
2022-06-23 08:27:00,11.2667
2022-06-23 08:28:00,11.446
2022-06-23 08:29:00,11.6255
2022-06-23 08:30:00,11.805
2022-06-23 08:31:00,11.9848
2022-06-23 08:32:00,12.1646
2022-06-23 08:33:00,12.3546
2022-06-23 08:34:00,12.534699999999999
2022-06-23 08:35:00,12.715
2022-06-23 08:36:00,12.9054
2022-06-23 08:37:00,13.095799999999999
2022-06-23 08:38:00,13.276499999999999
2022-06-23 08:39:00,13.4673
2022-06-23 08:40:00,13.6582
2022-06-23 08:41:00,13.8493
2022-06-23 08:42:00,14.0404
2022-06-23 08:43:00,14.2318
2022-06-23 08:44:00,14.4232
2022-06-23 08:45:00,14.6249
2022-06-23 08:46:00,14.8167
2022-06-23 08:47:00,15.0085
2022-06-23 08:48:00,15.2106
2022-06-23 08:49:00,15.412600000000001
2022-06-23 08:50:00,15.6049
2022-06-23 08:51:00,15.8074
2022-06-23 08:52:00,16.0099
2022-06-23 08:53:00,16.2026
2022-06-23 08:54:00,16.4053
2022-06-23 08:55:00,16.6083
2022-06-23 08:56:00,16.8113
2022-06-23 08:57:00,17.0145
2022-06-23 08:58:00,17.2179
2022-06-23 08:59:00,17.4213
2022-06-23 09:00:00,17.6349
2022-06-23 09:01:00,17.8386
2022-06-23 09:02:00,18.0424
2022-06-23 09:03:00,18.2563
2022-06-23 09:04:00,18.4605
2022-06-23 09:05:00,18.6647
2022-06-23 09:06:00,18.878999999999998
2022-06-23 09:07:00,19.0835
2022-06-23 09:08:00,19.298
2022-06-23 09:09:00,19.5127
2022-06-23 09:10:00,19.7176
2022-06-23 09:11:00,19.9325
2022-06-23 09:12:00,20.147599999999997
2022-06-23 09:13:00,20.3528
2022-06-23 09:14:00,20.5681
2022-06-23 09:15:00,20.7836
2022-06-23 09:16:00,20.999100000000002
2022-06-23 09:17:00,21.2148
2022-06-23 09:18:00,21.4305
2022-06-23 09:19:00,21.6463
2022-06-23 09:20:00,21.862299999999998
2022-06-23 09:21:00,22.078500000000002
2022-06-23 09:22:00,22.294700000000002
2022-06-23 09:23:00,22.511
2022-06-23 09:24:00,22.7274
2022-06-23 09:25:00,22.9439
2022-06-23 09:26:00,23.160600000000002
2022-06-23 09:27:00,23.3773
2022-06-23 09:28:00,23.5942
2022-06-23 09:29:00,23.8111
2022-06-23 09:30:00,24.0282
2022-06-23 09:31:00,24.2553
2022-06-23 09:32:00,24.4726
2022-06-23 09:33:00,24.6899
2022-06-23 09:34:00,24.907400000000003
2022-06-23 09:35:00,25.1249
2022-06-23 09:36:00,25.352500000000003
2022-06-23 09:37:00,25.5702
2022-06-23 09:38:00,25.7881
2022-06-23 09:39:00,26.006
2022-06-23 09:40:00,26.223999999999997
2022-06-23 09:41:00,26.451999999999998
2022-06-23 09:42:00,26.670299999999997
2022-06-23 09:43:00,26.8885
2022-06-23 09:44:00,27.1065
2022-06-23 09:45:00,27.3349
2022-06-23 09:46:00,27.5534
2022-06-23 09:47:00,27.7719
2022-06-23 09:48:00,27.9904
2022-06-23 09:49:00,28.209999999999997
2022-06-23 09:50:00,28.4285
2022-06-23 09:51:00,28.6572
2022-06-23 09:52:00,28.8759
2022-06-23 09:53:00,29.0956
2022-06-23 09:54:00,29.3143
2022-06-23 09:55:00,29.5341
2022-06-23 09:56:00,29.752899999999997
2022-06-23 09:57:00,29.971700000000002
2022-06-23 09:58:00,30.1914
2022-06-23 09:59:00,30.4104
2022-06-23 10:00:00,30.6302
2022-06-23 10:01:00,30.850299999999997
2022-06-23 10:02:00,31.069200000000002
2022-06-23 10:03:00,31.2892
2022-06-23 10:04:00,31.5092
2022-06-23 10:05:00,31.7283
2022-06-23 10:06:00,31.9483
2022-06-23 10:07:00,32.1684
2022-06-23 10:08:00,32.3885
2022-06-23 10:09:00,32.5975
2022-06-23 10:10:00,32.8178
2022-06-23 10:11:00,33.038000000000004
2022-06-23 10:12:00,33.2582
2022-06-23 10:13:00,33.4684
2022-06-23 10:14:00,33.6886
2022-06-23 10:15:00,33.8989
2022-06-23 10:16:00,34.1191
2022-06-23 10:17:00,34.339499999999994
2022-06-23 10:18:00,34.549800000000005
2022-06-23 10:19:00,34.7601
2022-06-23 10:20:00,34.9803
2022-06-23 10:21:00,35.1908
2022-06-23 10:22:00,35.4112
2022-06-23 10:23:00,35.6216
2022-06-23 10:24:00,35.832
2022-06-23 10:25:00,36.0422
2022-06-23 10:26:00,36.2528
2022-06-23 10:27:00,36.473299999999995
2022-06-23 10:28:00,36.6837
2022-06-23 10:29:00,36.8952
2022-06-23 10:30:00,37.1057
2022-06-23 10:31:00,37.3161
2022-06-23 10:32:00,37.516600000000004
2022-06-23 10:33:00,37.7271
2022-06-23 10:34:00,37.9377
2022-06-23 10:35:00,38.1482
2022-06-23 10:36:00,38.3487
2022-06-23 10:37:00,38.5592
2022-06-23 10:38:00,38.7698
2022-06-23 10:39:00,38.9713
2022-06-23 10:40:00,39.1818
2022-06-23 10:41:00,39.382400000000004
2022-06-23 10:42:00,39.5829
2022-06-23 10:43:00,39.7934
2022-06-23 10:44:00,39.994099999999996
2022-06-23 10:45:00,40.194199999999995
2022-06-23 10:46:00,40.395199999999996
2022-06-23 10:47:00,40.595699999999994
2022-06-23 10:48:00,40.796299999999995
2022-06-23 10:49:00,40.9963
2022-06-23 10:50:00,41.197399999999995
2022-06-23 10:51:00,41.39790000000001
2022-06-23 10:52:00,41.588499999999996
2022-06-23 10:53:00,41.788999999999994
2022-06-23 10:54:00,41.9877
2022-06-23 10:55:00,42.180099999999996
2022-06-23 10:56:00,42.3789
2022-06-23 10:57:00,42.570100000000004
2022-06-23 10:58:00,42.7607
2022-06-23 10:59:00,42.961
2022-06-23 11:00:00,43.151999999999994
2022-06-23 11:01:00,43.342
2022-06-23 11:02:00,43.532
2022-06-23 11:03:00,43.722
2022-06-23 11:04:00,43.913000000000004
2022-06-23 11:05:00,44.102
2022-06-23 11:06:00,44.282000000000004
2022-06-23 11:07:00,44.473000000000006
2022-06-23 11:08:00,44.662
2022-06-23 11:09:00,44.843
2022-06-23 11:10:00,45.032000000000004
2022-06-23 11:11:00,45.212
2022-06-23 11:12:00,45.391999999999996
2022-06-23 11:13:00,45.580999999999996
2022-06-23 11:14:00,45.761
2022-06-23 11:15:00,45.941
2022-06-23 11:16:00,46.120000000000005
2022-06-23 11:17:00,46.3
2022-06-23 11:18:00,46.479
2022-06-23 11:19:00,46.649
2022-06-23 11:20:00,46.827999999999996
2022-06-23 11:21:00,47.007000000000005
2022-06-23 11:22:00,47.174
2022-06-23 11:23:00,47.355999999999995
2022-06-23 11:24:00,47.525000000000006
2022-06-23 11:25:00,47.694
2022-06-23 11:26:00,47.863
2022-06-23 11:27:00,48.032
2022-06-23 11:28:00,48.199999999999996
2022-06-23 11:29:00,48.369
2022-06-23 11:30:00,48.538000000000004
2022-06-23 11:31:00,48.706
2022-06-23 11:32:00,48.875
2022-06-23 11:33:00,49.033
2022-06-23 11:34:00,49.202
2022-06-23 11:35:00,49.358999999999995
2022-06-23 11:36:00,49.518
2022-06-23 11:37:00,49.676
2022-06-23 11:38:00,49.834
2022-06-23 11:39:00,50.001999999999995
2022-06-23 11:40:00,50.149
2022-06-23 11:41:00,50.307
2022-06-23 11:42:00,50.465
2022-06-23 11:43:00,50.622
2022-06-23 11:44:00,50.769999999999996
2022-06-23 11:45:00,50.927
2022-06-23 11:46:00,51.075
2022-06-23 11:47:00,51.222
2022-06-23 11:48:00,51.369
2022-06-23 11:49:00,51.516000000000005
2022-06-23 11:50:00,51.662
2022-06-23 11:51:00,51.81
2022-06-23 11:52:00,51.956
2022-06-23 11:53:00,52.102
2022-06-23 11:54:00,52.239000000000004
2022-06-23 11:55:00,52.385999999999996
2022-06-23 11:56:00,52.522000000000006
2022-06-23 11:57:00,52.655
2022-06-23 11:58:00,52.804
2022-06-23 11:59:00,52.94
2022-06-23 12:00:00,53.074999999999996
2022-06-23 12:01:00,53.211
2022-06-23 12:02:00,53.333
2022-06-23 12:03:00,53.471999999999994
2022-06-23 12:04:00,53.607
2022-06-23 12:05:00,53.733000000000004
2022-06-23 12:06:00,53.858000000000004
2022-06-23 12:07:00,53.993
2022-06-23 12:08:00,54.117999999999995
2022-06-23 12:09:00,54.242999999999995
2022-06-23 12:10:00,54.367
2022-06-23 12:11:00,54.492
2022-06-23 12:12:00,54.604
2022-06-23 12:13:00,54.730999999999995
2022-06-23 12:14:00,54.842999999999996
2022-06-23 12:15:00,54.966
2022-06-23 12:16:00,55.081
2022-06-23 12:17:00,55.196
2022-06-23 12:18:00,55.31
2022-06-23 12:19:00,55.422999999999995
2022-06-23 12:20:00,55.536
2022-06-23 12:21:00,55.649
2022-06-23 12:22:00,55.762
2022-06-23 12:23:00,55.864999999999995
2022-06-23 12:24:00,55.978
2022-06-23 12:25:00,56.081
2022-06-23 12:26:00,56.184
2022-06-23 12:27:00,56.286
2022-06-23 12:28:00,56.388
2022-06-23 12:29:00,56.491
2022-06-23 12:30:00,56.592
2022-06-23 12:31:00,56.691
2022-06-23 12:32:00,56.786
2022-06-23 12:33:00,56.887
2022-06-23 12:34:00,56.979
2022-06-23 12:35:00,57.07
2022-06-23 12:36:00,57.161
2022-06-23 12:37:00,57.251
2022-06-23 12:38:00,57.343
2022-06-23 12:39:00,57.434
2022-06-23 12:40:00,57.524
2022-06-23 12:41:00,57.605
2022-06-23 12:42:00,57.69499999999999
2022-06-23 12:43:00,57.774
2022-06-23 12:44:00,57.854
2022-06-23 12:45:00,57.934999999999995
2022-06-23 12:46:00,58.013999999999996
2022-06-23 12:47:00,58.092999999999996
2022-06-23 12:48:00,58.173
2022-06-23 12:49:00,58.239000000000004
2022-06-23 12:50:00,58.321
2022-06-23 12:51:00,58.39
2022-06-23 12:52:00,58.458
2022-06-23 12:53:00,58.537
2022-06-23 12:54:00,58.606
2022-06-23 12:55:00,58.662
2022-06-23 12:56:00,58.732
2022-06-23 12:57:00,58.79900000000001
2022-06-23 12:58:00,58.857
2022-06-23 12:59:00,58.923
2022-06-23 13:00:00,58.983
2022-06-23 13:01:00,59.032
2022-06-23 13:02:00,59.106
2022-06-23 13:03:00,59.153999999999996
2022-06-23 13:04:00,59.211
2022-06-23 13:05:00,59.266999999999996
2022-06-23 13:06:00,59.32299999999999
2022-06-23 13:07:00,59.366
2022-06-23 13:08:00,59.426
2022-06-23 13:09:00,59.47
2022-06-23 13:10:00,59.518
2022-06-23 13:11:00,59.559999999999995
2022-06-23 13:12:00,59.608
2022-06-23 13:13:00,59.641999999999996
2022-06-23 13:14:00,59.689
2022-06-23 13:15:00,59.734
2022-06-23 13:16:00,59.769
2022-06-23 13:17:00,59.803
2022-06-23 13:18:00,59.848
2022-06-23 13:19:00,59.882
2022-06-23 13:20:00,59.916
2022-06-23 13:21:00,59.940000000000005
2022-06-23 13:22:00,59.974
2022-06-23 13:23:00,60.007999999999996
2022-06-23 13:24:00,60.031
2022-06-23 13:25:00,60.053999999999995
2022-06-23 13:26:00,60.088
2022-06-23 13:27:00,60.111000000000004
2022-06-23 13:28:00,60.134
2022-06-23 13:29:00,60.156
2022-06-23 13:30:00,60.169
